docId,filename,top topics, and contribution to doc ...
1,null-source,10,0.214,12,0.143,8,0.143,15,0.071,13,0.071,11,0.071,9,0.071,6,0.071,4,0.071,2,0.071
2,null-source,2,0.120,6,0.107,9,0.098,7,0.090,4,0.090,15,0.085,8,0.077,13,0.068,12,0.060,10,0.060,1,0.056
3,null-source,10,0.216,15,0.165,11,0.098,9,0.072,3,0.067,2,0.057,12,0.052,7,0.052,5,0.052
4,null-source,6,0.210,9,0.144,7,0.141,12,0.095,2,0.086,10,0.052
5,null-source,4,0.416,9,0.146,8,0.102,7,0.095
6,null-source,6,0.373,2,0.202,9,0.118,7,0.081
7,null-source,1,0.250,2,0.180,6,0.110,13,0.090,14,0.070,10,0.070,15,0.050
8,null-source,7,0.380,9,0.165,14,0.074,12,0.069,13,0.064,2,0.056
9,null-source,1,0.341,7,0.126,13,0.089,4,0.089,9,0.067,5,0.067,12,0.052
10,null-source,4,0.247,5,0.183,8,0.163,13,0.130,12,0.053,9,0.053
11,null-source,2,0.182,15,0.121,9,0.121,13,0.091,7,0.091,4,0.091,1,0.091,14,0.061
12,null-source,7,0.146,15,0.134,4,0.130,1,0.115,8,0.107,2,0.095,12,0.079
13,null-source,1,0.225,5,0.213,10,0.124,13,0.084,11,0.067
14,null-source,12,0.164,15,0.156,13,0.127,10,0.098,11,0.078,8,0.061,2,0.053
15,null-source,2,0.389,6,0.146,7,0.114,12,0.081
16,null-source,1,0.313,7,0.100,10,0.085,6,0.076,5,0.076,12,0.071,11,0.062
17,null-source,1,0.274,7,0.102,5,0.086,10,0.081,12,0.076,9,0.076,13,0.061
18,null-source,13,0.150,9,0.140,7,0.140,12,0.110,14,0.100,6,0.080,2,0.070,1,0.050
19,null-source,1,0.244,10,0.138,5,0.126,13,0.077,6,0.074,9,0.062,3,0.059,7,0.051
20,null-source,12,0.260,10,0.167,7,0.125,9,0.104,15,0.094,5,0.083
21,null-source,2,0.298,6,0.263,14,0.075,7,0.065,12,0.062,9,0.059
22,null-source,8,0.175,7,0.130,2,0.110,9,0.104,4,0.097,6,0.078,12,0.071,1,0.065
23,null-source,10,0.316,12,0.158,5,0.158,1,0.158,13,0.105,15,0.053,2,0.053
24,null-source,13,0.147,8,0.147,12,0.103,2,0.093,1,0.083,6,0.069,9,0.064,11,0.059,7,0.054
25,null-source,10,0.231,1,0.208,12,0.110,2,0.083,6,0.064
26,null-source,13,0.172,11,0.172,1,0.106,6,0.093,10,0.079,2,0.060,5,0.053
27,null-source,5,0.409,1,0.138,13,0.103,12,0.050
28,null-source,10,0.196,12,0.157,6,0.120,5,0.103,1,0.087,9,0.064,7,0.062
29,null-source,1,0.124,9,0.120,12,0.111,7,0.111,10,0.085,6,0.085,11,0.068,14,0.064,2,0.064,13,0.051
30,null-source,2,0.301,7,0.170,6,0.153,12,0.085,9,0.057,11,0.051,1,0.051
31,null-source,3,0.653,12,0.255
32,null-source,1,0.360,5,0.200,12,0.120,13,0.080,10,0.080
33,null-source,1,0.320,5,0.240,13,0.120,12,0.080,10,0.080
34,null-source,1,0.200,5,0.180,14,0.100,13,0.100,15,0.060,12,0.060,11,0.060,9,0.060,3,0.060
35,null-source,10,0.231,1,0.192,13,0.154,6,0.115,11,0.077,5,0.077,3,0.077
36,null-source,1,0.627,5,0.086,12,0.073
37,null-source,10,0.250,13,0.167,5,0.167,2,0.167,12,0.083,9,0.083,1,0.083
38,null-source,10,0.208,5,0.188,4,0.146,1,0.104,12,0.083,11,0.063
39,null-source,13,0.162,14,0.122,12,0.108,7,0.095,5,0.095,1,0.095,11,0.054,10,0.054,9,0.054,8,0.054
40,null-source,15,0.460,9,0.101,7,0.065,8,0.063
41,null-source,8,0.303,9,0.197,13,0.079,15,0.053,7,0.053,2,0.053
42,null-source,9,0.127,5,0.127,14,0.122,10,0.122,15,0.099,13,0.094
43,null-source,8,0.421,14,0.105,13,0.105,10,0.105,6,0.105,7,0.053,4,0.053,2,0.053
44,null-source,15,0.268,6,0.171,7,0.134,8,0.122,13,0.061,4,0.061
45,null-source,13,0.137,9,0.137,12,0.133,8,0.106,2,0.095,15,0.072,11,0.053
46,null-source,13,0.141,15,0.120,12,0.120,10,0.120,5,0.120,9,0.098,4,0.065
47,null-source,10,0.313,5,0.250,1,0.188,15,0.063,13,0.063,3,0.063,2,0.063
48,null-source,8,0.262,15,0.250,5,0.119,10,0.095
49,null-source,11,0.734,13,0.137
50,null-source,13,0.302,1,0.209,10,0.186,3,0.070
51,null-source,6,0.116,2,0.107,13,0.099,8,0.099,15,0.083,4,0.083,12,0.074,14,0.066,3,0.066
52,null-source,8,0.527,14,0.141,9,0.060,4,0.050
53,null-source,2,0.266,12,0.125,10,0.109,6,0.109,13,0.063,9,0.063,7,0.063
54,null-source,10,0.357,13,0.143,7,0.143,8,0.071,6,0.071,5,0.071,3,0.071,1,0.071
55,null-source,10,0.188,15,0.125,6,0.125,5,0.125,4,0.125,13,0.063,12,0.063,9,0.063,8,0.063,1,0.063
56,null-source,14,0.385,9,0.123,7,0.092,8,0.091,2,0.069,4,0.054
57,null-source,10,0.269,13,0.205,1,0.090,14,0.077,8,0.077,6,0.077,9,0.064
58,null-source,9,0.154,10,0.151,13,0.108,1,0.087,14,0.078,15,0.058,4,0.052
59,null-source,1,0.264,13,0.236,10,0.104,6,0.104,9,0.057
60,null-source,3,0.663,12,0.235
