docId,filename,top topics, and contribution to doc ...
1,null-source,15,0.429,11,0.143,1,0.143,13,0.071,10,0.071,6,0.071,4,0.071
2,null-source,6,0.176,4,0.147,8,0.118,7,0.118,13,0.088,9,0.088,2,0.088,12,0.059,11,0.059,3,0.059
3,null-source,7,0.167,4,0.167,2,0.125,15,0.083,13,0.083,6,0.083,1,0.083
4,null-source,6,0.222,11,0.190,3,0.111,2,0.111,13,0.079,1,0.079
5,null-source,11,0.176,8,0.159,2,0.108,4,0.085,3,0.080,5,0.074,13,0.068,1,0.068,7,0.051
6,null-source,13,0.200,2,0.175,6,0.125,1,0.125,12,0.100,9,0.100,15,0.050,3,0.050
7,null-source,4,0.223,1,0.170,7,0.125,15,0.089,11,0.063,6,0.063,3,0.063,9,0.054,2,0.054
8,null-source,12,0.212,1,0.153,7,0.147,11,0.106,2,0.094,10,0.065
9,null-source,10,0.337,4,0.169,3,0.133,15,0.096
10,null-source,4,0.277,7,0.106,9,0.096,10,0.085,3,0.085,1,0.074,15,0.064,14,0.064
11,null-source,3,0.200,11,0.150,1,0.150,8,0.100,12,0.087,10,0.050,6,0.050,2,0.050
12,null-source,15,0.255,1,0.236,12,0.091,9,0.073,14,0.055,7,0.055
13,null-source,13,0.346,2,0.123,8,0.074,3,0.074,15,0.062
14,null-source,10,0.316,7,0.263,11,0.158,6,0.105,15,0.053,12,0.053,1,0.053
15,null-source,2,0.238,3,0.190,11,0.167,8,0.119,6,0.095
16,null-source,3,0.125,2,0.125,15,0.100,11,0.100,5,0.100,13,0.075,9,0.075,12,0.050,8,0.050,4,0.050,1,0.050
17,null-source,7,0.188,4,0.125,3,0.125,15,0.094,11,0.094,9,0.094,12,0.063,2,0.063
18,null-source,13,0.451,2,0.090,6,0.082,1,0.058
19,null-source,7,0.333,1,0.222,15,0.167,12,0.056,11,0.056,9,0.056,3,0.056,2,0.056
20,null-source,8,0.181,12,0.125,7,0.125,9,0.116,14,0.082,15,0.069,11,0.069,4,0.065
21,null-source,11,0.400,9,0.200,7,0.133,5,0.133,6,0.067,3,0.067
22,null-source,11,0.271,1,0.229,13,0.146,2,0.125,12,0.083,10,0.083
23,null-source,4,0.178,13,0.164,6,0.110,14,0.096,2,0.082,7,0.068,11,0.055,3,0.055,1,0.055
24,null-source,7,0.339,2,0.145,4,0.113,8,0.097,14,0.065
25,null-source,11,0.200,15,0.173,3,0.133,4,0.120,10,0.080,9,0.067,8,0.053
26,null-source,3,0.226,2,0.226,13,0.129,11,0.129,7,0.097,10,0.065,6,0.065
27,null-source,2,0.273,3,0.212,11,0.152,7,0.091,13,0.061,12,0.061,10,0.061,6,0.061
28,null-source,4,0.303,14,0.183,9,0.128,7,0.092,15,0.073,3,0.073,5,0.055
29,null-source,14,0.261,15,0.130,4,0.130,10,0.087,9,0.087,6,0.087
30,null-source,2,0.361,3,0.172,10,0.090,6,0.066,1,0.066,11,0.057
31,null-source,7,0.123,12,0.110,3,0.110,11,0.096,9,0.089,4,0.089,13,0.075,10,0.075,15,0.062,6,0.055
32,null-source,2,0.279,3,0.233,4,0.140
33,null-source,13,0.326,6,0.116,1,0.116,15,0.093,2,0.070
34,null-source,1,0.182,6,0.136,3,0.136,15,0.091,5,0.091
35,null-source,2,0.237,7,0.132,6,0.132,14,0.079,12,0.079,4,0.079,1,0.079,15,0.053,13,0.053,11,0.053
36,null-source,11,0.300,3,0.160,1,0.100,2,0.080,5,0.060
37,null-source,7,0.333,15,0.267,4,0.133,11,0.067,10,0.067,8,0.067,6,0.067
38,null-source,9,0.181,4,0.157,15,0.145,10,0.108,14,0.096,11,0.084,8,0.060
39,null-source,15,0.333,3,0.132,13,0.078,10,0.078,4,0.078,8,0.070,6,0.054
40,null-source,10,0.289,15,0.279,7,0.149,12,0.051
41,null-source,7,0.267,4,0.200,3,0.200,11,0.133,15,0.067,10,0.067,6,0.067
42,null-source,13,0.208,7,0.167,3,0.167,11,0.125,15,0.083,10,0.083
43,null-source,11,0.122,5,0.111,3,0.111,8,0.106,9,0.089,1,0.078,14,0.067,15,0.056,10,0.056,12,0.050,7,0.050
44,null-source,13,0.140,12,0.128,1,0.128,7,0.095,5,0.084,10,0.061,6,0.061,4,0.061
45,null-source,11,0.116,7,0.101,6,0.101,2,0.101,13,0.087,8,0.087,3,0.087,15,0.072,1,0.072,4,0.058
46,null-source,2,0.246,6,0.127,5,0.110,12,0.102,3,0.085,15,0.059,10,0.051,1,0.051
47,null-source,4,0.182,11,0.102,6,0.102,5,0.102,3,0.102,15,0.091,1,0.068,7,0.057
48,null-source,11,0.167,3,0.167,14,0.128,7,0.090,2,0.090,13,0.077,12,0.064,1,0.064
49,null-source,2,0.333,13,0.267,11,0.067,4,0.067
50,null-source,7,0.174,13,0.130,3,0.130,12,0.087,11,0.087,6,0.087,2,0.087,1,0.087
51,null-source,3,0.229,11,0.143,4,0.143,9,0.114,8,0.114,2,0.114,6,0.057
52,null-source,7,0.158,4,0.152,8,0.105,3,0.088,15,0.076,10,0.070,13,0.064,1,0.058
53,null-source,10,0.188,2,0.188,5,0.125,3,0.125,13,0.063,12,0.063,11,0.063,8,0.063,6,0.063,1,0.063
54,null-source,4,0.267,15,0.133,13,0.133,3,0.133,12,0.067,11,0.067,9,0.067,7,0.067,2,0.067
55,null-source,6,0.140,13,0.088,9,0.088,4,0.088,3,0.088,2,0.088,8,0.070,7,0.070,1,0.070,11,0.053,10,0.053,5,0.053
56,null-source,15,0.286,11,0.190,13,0.095,2,0.095
57,null-source,11,0.206,15,0.118,2,0.118,1,0.118,7,0.088,10,0.059,5,0.059,4,0.059,3,0.059
58,null-source,8,0.381,12,0.174,2,0.062,4,0.051
59,null-source,9,0.235,7,0.176,4,0.176,15,0.118,5,0.118,12,0.059,2,0.059,1,0.059
60,null-source,12,0.167,7,0.100,11,0.083,5,0.083,4,0.067,3,0.067,1,0.067,14,0.050,13,0.050,10,0.050,8,0.050,6,0.050,2,0.050
61,null-source,8,0.320,4,0.140,12,0.080,1,0.073
62,null-source,4,0.267,3,0.267,10,0.200,1,0.133,15,0.067,11,0.067
63,null-source,1,0.218,3,0.145,15,0.109,8,0.091,13,0.073,5,0.073,2,0.073,10,0.055,7,0.055
64,null-source,10,0.233,15,0.097,4,0.087,8,0.078,14,0.068,12,0.068,2,0.068,1,0.068,9,0.058,3,0.058
65,null-source,6,0.190,12,0.120,14,0.108,7,0.108,2,0.101,13,0.063,3,0.057,11,0.051
66,null-source,13,0.282,9,0.123,1,0.117,6,0.110,11,0.098,2,0.092,12,0.055
67,null-source,3,0.372,11,0.120,4,0.108,12,0.086,10,0.077,15,0.055
68,null-source,11,0.500,3,0.500
69,null-source,10,0.162,15,0.149,9,0.149,12,0.081,8,0.081,3,0.081,13,0.054,11,0.054,7,0.054
70,null-source,15,0.210,2,0.169,6,0.105,3,0.097,11,0.073,8,0.065
71,null-source,15,0.375,3,0.100,1,0.100,9,0.075,6,0.075,4,0.075,14,0.050,7,0.050
72,null-source,15,0.381,3,0.143,9,0.095,1,0.071
73,null-source,3,0.143,12,0.121,2,0.121,8,0.099,4,0.099,7,0.088,10,0.077,5,0.066,13,0.055
74,null-source,1,0.245,13,0.132,2,0.113,6,0.094,8,0.075,14,0.057,11,0.057,9,0.057,3,0.057
75,null-source,11,0.294,2,0.162,3,0.118,10,0.074,8,0.074,6,0.074
76,null-source,4,0.204,9,0.139,8,0.102,6,0.088,10,0.080,14,0.058,15,0.051,1,0.051
77,null-source,4,0.274,7,0.106,1,0.106,3,0.088,8,0.071,15,0.053,14,0.053,10,0.053,2,0.053
78,null-source,10,0.184,14,0.158,4,0.132,1,0.132,11,0.105,15,0.079,3,0.079,8,0.053,6,0.053
79,null-source,11,0.460,10,0.078,12,0.071,14,0.061
80,null-source,14,0.258,9,0.182,10,0.091,7,0.091,12,0.076,3,0.061
81,null-source,14,0.300,11,0.125,4,0.117,13,0.058,3,0.058
82,null-source,3,0.477,15,0.114,14,0.091,11,0.091
83,null-source,3,0.542,15,0.104,14,0.063,11,0.063
84,null-source,1,0.182,3,0.169,10,0.098,8,0.092,12,0.084,7,0.082,11,0.077,6,0.063,5,0.058
85,null-source,12,0.150,10,0.150,1,0.150,11,0.100,9,0.100,7,0.100,2,0.100,13,0.050,8,0.050,3,0.050
86,null-source,5,0.571,12,0.186,1,0.090
87,null-source,12,0.188,3,0.159,4,0.145,1,0.116,15,0.101,10,0.072,8,0.058
88,null-source,6,0.265,4,0.122,13,0.112,8,0.112,12,0.092,2,0.071,14,0.061,10,0.051,3,0.051
89,null-source,6,0.194,4,0.194,14,0.167,3,0.111,11,0.056,8,0.056
90,null-source,14,0.326,4,0.254,6,0.109,12,0.087,8,0.087
91,null-source,2,0.250,1,0.250,4,0.167,15,0.083,13,0.083,10,0.083,7,0.083
92,null-source,4,0.316,7,0.193,1,0.088,15,0.070,11,0.070,8,0.070,5,0.053
93,null-source,6,0.185,10,0.111,3,0.111,2,0.111,15,0.074,14,0.074,11,0.074
94,null-source,14,0.205,7,0.174,9,0.159,4,0.129,10,0.068,13,0.061,12,0.053
95,null-source,4,0.162,3,0.154,6,0.140,2,0.125,12,0.074,7,0.051
96,null-source,14,0.217,9,0.176,6,0.154,8,0.081,10,0.066,4,0.059
97,null-source,14,0.337,4,0.115,10,0.072,5,0.070,9,0.061,12,0.051,3,0.051
98,null-source,15,0.109,13,0.109,14,0.094,11,0.094,9,0.094,6,0.094,5,0.078,2,0.063
99,null-source,13,0.183,1,0.110,12,0.098,3,0.098,8,0.085,2,0.085,14,0.061,4,0.061
100,null-source,2,0.148,6,0.130,7,0.111,3,0.111,14,0.093,15,0.074,11,0.074,4,0.074,12,0.056,10,0.056
101,null-source,6,0.197,3,0.121,14,0.106,15,0.061,10,0.061,8,0.061,5,0.061,4,0.061,2,0.061
102,null-source,6,0.211,2,0.211,12,0.100,15,0.089,14,0.067,1,0.067,3,0.056
103,null-source,14,0.522,4,0.099,12,0.088,9,0.065
104,null-source,14,0.133,6,0.133,4,0.117,2,0.100,5,0.083,1,0.075,13,0.067,15,0.050,11,0.050,9,0.050
105,null-source,9,0.207,4,0.150,7,0.138,15,0.107,8,0.075,14,0.072,3,0.056
106,null-source,5,0.245,12,0.218,1,0.137,6,0.093,13,0.079,10,0.051
107,null-source,14,0.492,2,0.085,9,0.068,6,0.068,3,0.051
108,null-source,9,0.164,7,0.145,14,0.091,13,0.091,6,0.073,4,0.073,15,0.055,12,0.055,10,0.055,8,0.055
109,null-source,9,0.125,8,0.112,6,0.110,13,0.100,12,0.100,15,0.097,10,0.085,4,0.083
