docId,filename,primary topics, primary appears, secondary topics, secondary appears, tertiary topics, tertiary appears, quaternary topics, quaternary appears
1,null-source,9,0.500,14,0.143,5,0.143,13,0.071
2,null-source,7,0.118,8,0.114,3,0.101,11,0.076
