docId,filename,top topics, and contribution to doc ...
1,null-source,9,0.500,14,0.143,5,0.143,13,0.071,11,0.071,4,0.071
2,null-source,7,0.118,8,0.114,3,0.101,11,0.076,2,0.076,13,0.068,10,0.068,15,0.063,1,0.063,6,0.059,5,0.055
